pc0,pc1,pc2,pc3,source,tweet
0.422489663333,-0.103184895074,0.107973144311,0.156544997145,bot,#Mexico #DrugWar: Tanhuato - Suspicions of Police #ExtrajudicialExecutions Confirmed #ruleoflaw https://t.co/aF6zbI47Ox
0.757717036563,-0.0550644314614,-0.046493672728,0.0706063915406,bot,La #PF asesin a 22 en #Tanhuato: #CNDH #lasdiezdelasdiez https://t.co/uNY52QlLa3 https://t.co/GgBWmTvUAK
0.730004836019,-0.160580292984,0.0976560549069,0.0833214971502,bot,#Opinin de CarlosLoret | Pues s pas algo en Tanhuato https://t.co/1d58wfz7Uk https://t.co/QhpAiCU403
0.743338599988,-0.13209508039,-0.000114376225383,0.21172808589,bot,Polica Federal minti en Tanhuato:CNDH https://t.co/da4aOWng1t https://t.co/BKIEWsrp5G
0.54223199627,-0.0249422960176,0.152887853122,0.0836861649068,bot,Defiende CNDH a criminales que atacaron a PF en Tanhuato https://t.co/wR8EpYVoch
0.658254063993,-0.17363248794,0.0402292194671,0.116508031786,bot,Tuvo PF 4 horas para manipular escena en Tanhuato: CNDH https://t.co/JBsEJnkNy5 #SiguemeYteSigo https://t.co/25SBMSq1AM
0.730004836019,-0.160580292984,0.0976560549069,0.0833214971502,bot,#Opinin de CarlosLoret | Pues s pas algo en Tanhuato https://t.co/U1fnwbGYD9 https://t.co/hzksftZRjy
0.515513528858,-0.0293115724001,0.143081754285,0.0830396047153,bot,Tuvo PF 4 horas para manipular escena en Tanhuato: CNDH https://t.co/wU8w7UFxxt
0.730004836019,-0.160580292984,0.0976560549069,0.0833214971502,bot,#Opinin de CarlosLoret | Pues s pas algo en Tanhuato https://t.co/GggZ6MHG2O https://t.co/nvNzW11wrZ
0.435099024366,-0.232386627516,-0.100764163735,0.0677904311764,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/F5bKNy6CYU cc ddeliberada albertoserdan andreslajous https://t.co/Mkqiy51OXs
0.576951847669,0.262772941169,0.033153669337,-0.0754693910719,bot,La CNS no coincide con la hiptesis de que se cometieron ejecuciones arbitrarias en Tanhuato https://t.co/VXE5KPtBze
0.576951847669,0.262772941169,0.033153669337,-0.0754693910719,bot,La CNS no coincide con la hiptesis de que se cometieron ejecuciones arbitrarias en Tanhuato https://t.co/hktWCik55l
0.435099024366,-0.232386627516,-0.100764163735,0.0677904311764,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/5ilTDfgpEA cc ddeliberada albertoserdan andreslajous https://t.co/GGvG580VuD
0.152052131024,0.16031172759,0.345317524097,0.152981136766,bot,Jonathan Kraft #Tanhuato Musgrove
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.00310215840465,-0.00104364832803,0.0023887838284,0.00163056096389,bot,#ColumnaDe @CarlosLoret
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.487980878594,-0.302761297052,-0.142232895974,0.114625540095,bot, CLICK LINK! --&gt; https://t.co/Ai5HyP1sLC
0.46040129956,0.0953256088971,0.00307325223751,0.0251951086348,bot,Justicia para #Tanhuato no es posible que la @CNDH no haga nada @luiscardenasmx https://t.co/zkflNogCbu
0.435073203041,-0.232374131695,-0.10075560702,0.0677659267873,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/p2ZZMn5FIc cc ddeliberada albertoserdan andreslajous https://t.co/sF0KclcpoV
0.597475067431,0.278389201538,0.0899777260917,-0.108330795978,bot,La renuncia de Galindo a la PF por hechos en Tanhuato no est a discusin: Renato Sales https://t.co/GZoEFbE2SI
0.435073203041,-0.232374131695,-0.10075560702,0.0677659267873,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/CJnOZQZpDm cc ddeliberada albertoserdan andreslajous https://t.co/ykgkng1NMB
0.443257139081,0.0279876352883,0.11705933423,-0.0261429844619,bot,"Nadamas les recuerdo que los de #Tanhuato son delincuentes, no tenemos que indemnizarlos @cndh @aguilarcamin https://t.co/ZyAp0OBVpQ"
0.470625194602,0.0336843398804,-0.149875214135,-0.117328687826,bot,"A la ley del talion, o a cul ley de refieren? https://t.co/uSR5yvlr33"
0.730004836019,-0.160580292984,0.0976560549069,0.0833214971502,bot,#Opinin de CarlosLoret | Pues s pas algo en Tanhuato https://t.co/f3SZcuiasl https://t.co/YVPuus6QE4
0.576951847669,0.262772941169,0.033153669337,-0.0754693910719,bot,La CNS no coincide con la hiptesis de que se cometieron ejecuciones arbitrarias en Tanhuato https://t.co/20z6GlMPLj
0.435099024366,-0.232386627516,-0.100764163735,0.0677904311764,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/ntwL1NuQWL cc ddeliberada albertoserdan andreslajous https://t.co/Ynju2EYPTD
0.510326387958,0.226431452276,0.019712966554,-0.112789591898,bot,Ahora resulta que puedes ser un delincuente pero la @CNDH te protege? Lo de #Tanhuato es ejemplo de eso! https://t.co/R5fL6t2sz6
0.435073203041,-0.232374131695,-0.10075560702,0.0677659267873,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/3ao9xxWHwy cc ddeliberada albertoserdan andreslajous https://t.co/zm1pTBkJ3y
0.495044857237,-0.0892268884256,0.145076868546,0.160030566949,bot,#ComisindeSeguridad acepta #recomendacin sobre el caso #Tanhuato https://t.co/4RzFtuurrU
0.495044857237,-0.0892268884256,0.145076868546,0.160030566949,bot,#ComisindeSeguridad acepta #recomendacin sobre el caso #Tanhuato https://t.co/vPvqtWih3V
0.492767045807,0.0894848967751,-0.00267817943127,0.0301905750954,bot,la @cndh debera procurar a los ciudadanos no a los delincuentes #Tanhuato https://t.co/lUdJDJoxpv
0.515335392357,-0.0611921580023,0.195346028465,0.16785425046,bot,En Tanhuato no se configur ejecucin extrajudicial: CNS https://t.co/5mCCXh9aXs
0.715166669586,-0.134395987966,0.123435233296,0.0753635992217,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: RenatoSales https://t.co/Vs11FEBW8R https://t.co/D3fQzqMeWr
0.549980032241,0.158515611035,0.161342477507,-0.0401817442318,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales: Redaccin PUEDES ESCUCHAR LA ENT... https://t.co/qeSyfaQLL9
0.549980032241,0.158515611035,0.161342477507,-0.0401817442318,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales: Redaccin PUEDES ESCUCHAR LA ENT... https://t.co/LIcJfvffrB
0.549980032241,0.158515611035,0.161342477507,-0.0401817442318,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales: Redaccin PUEDES ESCUCHAR LA ENT... https://t.co/10ylOxqOX8
0.549980032241,0.158515611035,0.161342477507,-0.0401817442318,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales: Redaccin PUEDES ESCUCHAR LA ENT... https://t.co/PDo4YNcUfW
0.549980032241,0.158515611035,0.161342477507,-0.0401817442318,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales: Redaccin PUEDES ESCUCHAR LA ENT... https://t.co/o4ySqwevAE
0.549980032241,0.158515611035,0.161342477507,-0.0401817442318,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales: Redaccin PUEDES ESCUCHAR LA ENT... https://t.co/KjRdAHohO7
0.721424851125,-0.111093805969,0.166074748639,0.0596776843728,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales https://t.co/oY6zNy6FJ6 https://t.co/xl0usPvesY
0.549980032241,0.158515611035,0.161342477507,-0.0401817442318,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales: Redaccin PUEDES ESCUCHAR LA ENT... https://t.co/GiavDgiSCe
0.152010886917,0.160186412992,0.345026169878,0.15277006637,bot,#Tanhuato #KSLAM Blade Runner
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.731904537249,-0.427201350522,-0.200022360446,0.147741635877,bot,https://t.co/k9MMHJ1AEI https://t.co/wg4AbEBIYh
0.520688704594,0.162329451103,0.0496287382635,0.152942523744,bot,La Polica Federal mat arbitrariamente a 22 civiles en Tanhuato y dispar en Nochistln https://t.co/KlPnrN9r8F
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.668194721313,-0.390080998516,-0.182645782327,0.13493073805,bot,https://t.co/9DKKVCRAmA
0.435073203041,-0.232374131695,-0.10075560702,0.0677659267873,bot,chenle un OJO a #RecomendacinCNDH #Tanhuatohttps://t.co/hOfx8e1tt3 cc ddeliberada albertoserdan andreslajous https://t.co/22rXMBgqdQ
0.721424851125,-0.111093805969,0.166074748639,0.0596776843728,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales https://t.co/gfbfxMFqXX https://t.co/Bd0RVCkhTT
0.472702474197,0.102451811033,0.0324514140934,0.0197825632032,bot,CNDH no tuvo elementos tcnicos para determinar cmo perdieron la vida 15 personas en Tanhuato: Visitador https://t.co/KVaUlLSwO2
0.594577650611,-0.112162177671,-0.176242173074,0.00340568026095,bot,CNDH no tuvo elementos tcnicos para determinar cmo perdieron la vida 15 personas en https://t.co/ehUsuyPUM3 https://t.co/6XQXPsgdG6
0.730004836019,-0.160580292984,0.0976560549069,0.0833214971502,bot,#Opinin de CarlosLoret | Pues s pas algo en Tanhuato https://t.co/0qdX9ED1Jb https://t.co/1FrnKFTFwE
0.576951847669,0.262772941169,0.033153669337,-0.0754693910719,bot,La CNS no coincide con la hiptesis de que se cometieron ejecuciones arbitrarias en Tanhuato https://t.co/S29jqyenQh
0.137373055914,0.141198669439,0.30788683711,0.138453759027,bot,400M to Iran #Tanhuato #MTVHitsMeRecuerda
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.386533126585,-0.249261091681,-0.117354060129,0.0994234761676,bot, GO FROM LINK! &gt;&gt; https://t.co/mFpIaY6HCQ
0.472702474197,0.102451811033,0.0324514140934,0.0197825632032,bot,CNDH no tuvo elementos tcnicos para determinar cmo perdieron la vida 15 personas en Tanhuato: Visitador https://t.co/LTTa1RIENh
0.721424851125,-0.111093805969,0.166074748639,0.0596776843728,bot,No se puede hablar de ejecuciones extrajudiciales en Tanhuato: Renato Sales https://t.co/kr4wVqcoAz https://t.co/B4gDtDZ54l
0.65061069611,0.139691982937,0.0376210952929,0.0208612699479,bot,La PF asesin a 22 en Tanhuato: CNDH - https://t.co/V7isAUiCag
0.670311030199,-0.13469694183,0.0376819431994,0.0236683044094,bot,CNDH practic 90 exmenes periciales para dar conclusiones de caso Tanhuato https://t.co/rT70DWFXSe https://t.co/pQgYRNgYyO
0.294284922619,0.425140876534,0.0809903945963,0.0472950758453,bot,"Polica federal ejecut a 22 civiles en Tanhuato, Mxico, dice la CNDH"
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.734691312843,-0.431912423848,-0.202404662434,0.150634329334,bot,https://t.co/C1Hq08yWQN https://t.co/xHVbhWHtwY
0.294284922619,0.425140876534,0.0809903945963,0.0472950758453,bot,"Polica federal ejecut a 22 civiles en Tanhuato, Mxico, dice la CNDH"
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.731904537249,-0.427201350522,-0.200022360446,0.147741635877,bot,https://t.co/P0JxRCEYoK https://t.co/mMUmES2PZw
0.168670237939,0.148637836441,0.304387963614,0.103486589451,bot,Jueves negro: Tanhuato y Nochixtln revelan represin y salvajismo en el pas
0.0,0.0,0.0,0.0,bot,
0.731904537249,-0.427201350522,-0.200022360446,0.147741635877,bot,https://t.co/0vrGACmmy7 https://t.co/rzmLgXxkrj
0.168670237939,0.148637836441,0.304387963614,0.103486589451,bot,Jueves negro: Tanhuato y Nochixtln revelan represin y salvajismo en el pas
0.0,0.0,0.0,0.0,bot,
0.732003700861,-0.427367832787,-0.200106476607,0.14784303204,bot,https://t.co/wZgJuKaZRv https://t.co/W4aB0R9OMP
0.168670237939,0.148637836441,0.304387963614,0.103486589451,bot,Jueves negro: Tanhuato y Nochixtln revelan represin y salvajismo en el pas
0.0,0.0,0.0,0.0,bot,
0.732003700861,-0.427367832787,-0.200106476607,0.14784303204,bot,https://t.co/Pz9oqYPtcQ https://t.co/ku9wd6exEl
0.168670237939,0.148637836441,0.304387963614,0.103486589451,bot,Jueves negro: Tanhuato y Nochixtln revelan represin y salvajismo en el pas
0.0,0.0,0.0,0.0,bot,
0.732053292745,-0.427451122588,-0.200148561223,0.147893782348,bot,https://t.co/PsaHfDYObA https://t.co/Qm9KGAwY6g
-3.52037009153e-23,3.82858079293e-20,6.73115914961e-20,-4.84013834417e-18,bot,Monterrey
1.62096352615e-20,-2.72295261735e-17,-5.94873699776e-17,2.00087825812e-15,bot,2 #BuenViernes
-4.66987322727e-16,-7.33214764432e-13,-6.17884523625e-13,-1.31870845239e-11,bot,4 Horacio Nava
0.73049737509,-0.178046856698,0.185790118354,0.268804163924,bot,6 #Tanhuato https://t.co/3W5gbHUllU
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.734691312843,-0.431912423848,-0.202404662434,0.150634329334,bot,https://t.co/C1Hq08yWQN https://t.co/xHVbhWHtwY
0.365064841729,0.515386537268,0.0593152766383,-0.242281377083,bot,"ahora | ""Aceptamos la recomendacin"" de la @CNDH, agrega Renato Sales #Tanhuato"
0.621081413269,-0.0349748849776,0.187314333717,0.03927860464,bot,Trascendi de Milenio #Tanhuato #CarteldelaCNDH  https://t.co/cU1TddXJkW
3.42817761621e-22,-5.15792260441e-19,-9.86492840277e-19,3.57362652934e-17,bot,@Twit_Guerrero
1.37498885461e-22,-1.49772540007e-19,-2.49997820077e-19,7.57349889904e-18,bot,@LibanaNacif
0.154621985498,0.147307564449,0.319928951547,0.0890736632915,bot,"ahora |  ""No solaparemos e incubriremos a nadie"", asegura Renato Sales  #Tanhuato"
0.485054286025,-0.100986630571,0.135440712992,0.175190594824,bot,Impacto El Diario - Los Malosos #Tanhuato #CarteldelaCNDH https://t.co/3Hx1JBlasx
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.0,0.0,0.0,0.0,bot,
0.332161584961,-0.219735260306,-0.103384183009,0.0906972152411,bot, CLICK HERE! &gt;&gt;&gt; https://t.co/HBHIGzlTfu
0.365064841729,0.515386537268,0.0593152766383,-0.242281377083,bot,"ahora | ""Aceptamos la recomendacin"" de la CNDH, agrega Renato Sales #Tanhuato"
0.154621985498,0.147307564449,0.319928951547,0.0890736632915,bot,"ahora |  ""No solaparemos e incubriremos a nadie"", asegura Renato Sales  #Tanhuato"
0.241335951206,0.320355750718,0.144265984239,-0.0595758606027,bot,ahora | Renato Sales dice ven a la CNDH como aliada y no adversaria   #Tanhuato
0.736925511736,0.109649152918,0.0165956527344,-0.0483070548349,bot,La renuncia de Galindo a la PF por hechos en Tanhuato no est a discusin: Renato Sales https://t.co/3s0uxb8zCK https://t.co/NcGCwHzckk
0.000662397469554,-3.07502525581e-05,-1.30703950147e-05,0.000407589518654,bot,quien ordeno desaparecer?
0.303661450014,0.319281232581,0.687515306473,0.303707818261,bot,#Tanhuato
0.0,0.0,0.0,0.0,bot,
-1.79084146791e-23,-4.47186040265e-20,-1.27595654846e-19,-5.42249443572e-20,bot,#FtimaSofaMoreno
0.000164957319292,-9.37092872452e-05,-4.75276934865e-05,6.11764577204e-05,bot,@FelipeCalderon @Mzavalagc
0.303661450014,0.319281232581,0.687515306473,0.303707818261,bot,#Tanhuato
0.0,0.0,0.0,0.0,bot,
